,Report Number,Report Class,year,season,month,date,state,county
514,10718,B,1976,Fall,September,?,California,Mono County
515,5463,A,2002,Winter,February,16,California,Monterey County
517,12292,A,1986,Summer,June,15,California,Monterey County
518,12247,A,1974,Spring,April,15,California,Monterey County
519,2210,A,1989,Summer,,,California,Napa County
520,15174,B,2006,Summer,July,8th,California,Nevada County
521,9555,A,2004,Summer,August,16,California,Nevada County
522,7804,A,2004,Winter,January,4,California,Nevada County
523,8026,B,2003,Winter,December,,California,Nevada County
524,4885,B,2002,Summer,August,1,California,Nevada County
525,14407,A,1993,Fall,September,5,California,Nevada County
526,12649,A,1987,Fall,September,n/a,California,Nevada County
527,16550,B,1986,Summer,August,1st,California,Nevada County
528,3424,B,1984,Summer,August,,California,Nevada County
529,3421,A,1978,Spring,June,,California,Nevada County
530,4946,A,1956,Fall,,1,California,Nevada County
531,21808,B,2007,Fall,September,30,California,Placer County
532,7331,B,2003,Fall,October,14'th,California,Placer County
533,2919,A,2001,Summer,July,18,California,Placer County
534,502,B,2000,Summer,June,"June 17, 2000",California,Placer County
535,2326,B,1998,Fall,September,,California,Placer County
536,3612,B,1978,Spring,,,California,Placer County
537,2212,B,1998,Fall,October,17,California,Plumas County
538,2211,B,1998,Spring,June,10,California,Plumas County
540,2227,A,1996,Summer,September,,California,Plumas County
541,2226,A,1995,Fall,October,16,California,Plumas County
542,65566,B,1995,Summer,August,,California,Plumas County
543,65862,A,1992,Unknown,,,California,Plumas County
544,24936,A,1979,Spring,May,n/a,California,Riverside County
545,24644,B,2008,Summer,August,"Sunday Morning, 24",California,Riverside County
546,24137,B,2000,Fall,November,16th,California,Riverside County
547,26152,B,2004,Spring,June,early June,California,Riverside County
548,5253,B,1990,Summer,June,,California,Riverside County
549,2228,C,1985,Spring,,,California,Riverside County
550,46330,A,2014,Summer,August,20,California,San Bernardino County
551,26386,B,2008,Summer,August,3 rd.,California,San Bernardino County
552,56754,B,2009,Summer,July,1,California,San Bernardino County
553,24456,B,2008,Summer,August,14th,California,San Bernardino County
554,9759,A,1976,Summer,June,N/A,California,San Bernardino County
555,7759,B,1963,Summer,August,friday the 17th,California,San Bernardino County
556,6304,B,2003,Spring,May,9TH,California,San Bernardino County
557,5160,A,1997,Summer,August,,California,San Bernardino County
558,2247,A,1993,Fall,October,,California,San Bernardino County
559,2229,A,1975,Summer,July,,California,San Bernardino County
560,2248,A,1950,Summer,July,,California,San Bernardino County
561,63560,B,2019,Fall,October,Sunday 20th,California,San Diego County
562,36070,B,2012,Summer,July,22,California,San Diego County
563,2817,B,1998,Summer,,,California,San Diego County
564,4446,A,1993,Summer,July,,California,San Diego County
565,51530,B,1988,Summer,July,"July 13, 1988",California,San Diego County
566,2816,A,1982,Spring,May,,California,San Diego County
567,2779,C,1981,Winter,February,,California,San Diego County
568,2782,B,1970,Summer,September,,California,San Diego County
569,2907,A,1968,Fall,November,,California,San Diego County
570,27983,A,1974,Summer,,,California,San Luis Obispo County
571,13236,B,1975,Fall,,,California,Santa Barbara County
572,25444,A,1982,Spring,April,do not recall,California,Santa Barbara County
574,20197,A,1980,Fall,October,Fall/1980,California,Santa Cruz County
575,16691,B,1958,Spring,April,,California,Santa Cruz County
576,75290,B,2022,Summer,July,"18th,21,22",California,Shasta County
577,63078,A,2018,Summer,September,Early,California,Shasta County
578,59668,B,2014,Summer,July,,California,Shasta County
579,38933,B,2013,Winter,January,7th,California,Shasta County
580,18298,A,1991,Summer,June,2nd /3rd week,California,Shasta County
581,15540,B,1970,Summer,August,unknown,California,Shasta County
582,13549,B,2006,Winter,January,7th,California,Shasta County
583,14323,B,2003,Spring,April,19,California,Shasta County
584,4637,B,2002,Summer,June,26,California,Shasta County
585,3029,B,2001,Summer,August,9,California,Shasta County
586,11986,A,2001,Winter,,,California,Shasta County
587,835,B,2000,Fall,September,,California,Shasta County
589,6429,A,1994,Fall,,,California,Shasta County
590,8784,B,1992,Fall,September,n/a,California,Shasta County
591,3683,B,1992,Unknown,,unknown,California,Shasta County
592,2558,B,1991,Summer,August,,California,Shasta County
593,2843,B,1990,Summer,,,California,Shasta County
595,2844,A,1987,Fall,October,,California,Shasta County
596,2855,B,1986,Fall,September,1,California,Shasta County
597,2845,A,1986,Summer,June,,California,Shasta County
598,8184,B,1984,Summer,August,"week of August 1, 1984",California,Shasta County
599,2770,B,1979,Summer,July,,California,Shasta County
601,7555,A,1977,Spring,August,,California,Shasta County
603,7363,B,2002,Summer,August,30,California,Sierra County
604,3027,A,2001,Summer,August,21,California,Sierra County
605,2858,B,1987,Spring,April,,California,Sierra County
606,32654,A,2011,Winter,December,3,California,Siskiyou County
607,27819,A,2010,Spring,May,12th,California,Siskiyou County
608,27609,A,2010,Spring,April,04/18/2010,California,Siskiyou County
609,26116,A,2009,Spring,June,3,California,Siskiyou County
611,21354,A,2005,Summer,August,5,California,Siskiyou County
613,6824,A,1992,Spring,,,California,Siskiyou County
614,6651,A,1982,Summer,August,Don't remember,California,Siskiyou County
615,5649,A,2000,Summer,June,,California,Siskiyou County
616,5220,B,1979,Fall,September,On a weekend,California,Siskiyou County
617,7637,A,2002,Fall,October,18,California,Siskiyou County
618,5284,A,1979,Winter,October,Unknown,California,Siskiyou County
619,3056,A,2001,Summer,July,Multiple dates,California,Siskiyou County
620,4630,A,2001,Summer,June,15,California,Siskiyou County
621,2928,A,2000,Summer,July,July 2000,California,Siskiyou County
622,1391,A,1999,Spring,March,4th,California,Siskiyou County
623,2862,A,1998,Summer,August,11,California,Siskiyou County
624,2861,A,1998,Summer,August,11,California,Siskiyou County
625,22434,A,1998,Summer,August,3,California,Siskiyou County
626,22431,B,1997,Summer,August,23,California,Siskiyou County
627,8069,B,1994,Summer,July,mid month,California,Siskiyou County
628,13424,A,1993,Winter,December,12/15/93,California,Siskiyou County
629,2842,A,1993,Summer,July,4,California,Siskiyou County
630,174,A,1989,Spring,May,05-26-89,California,Siskiyou County
631,1058,B,1984,Summer,August,08/1984,California,Siskiyou County
632,5637,B,1977,Summer,,,California,Siskiyou County
633,12294,A,1967,Spring,March,weekday,California,Siskiyou County
634,1473,A,1966,Fall,,,California,Siskiyou County
635,1792,A,1966,Summer,July,early july,California,Siskiyou County
636,2896,A,1944,Summer,August,,California,Siskiyou County
637,25260,A,2007,Summer,September,8,California,Sonoma County
638,3169,A,1991,Fall,,,California,Sonoma County
639,8598,B,1986,Summer,July,,California,Sonoma County
640,6971,B,1981,Summer,July,2,California,Sonoma County
641,2864,A,1980,Spring,April,,California,Sonoma County
642,25009,A,1962,Summer,August,,California,Stanislaus County
643,14338,A,1870,Fall,,10,California,Stanislaus County
644,9202,A,1965,Summer,July,,California,Sutter County
645,23030,B,2007,Summer,July,29,California,Tehama County
646,1114,A,1994,Summer,August,?,California,Tehama County
647,6706,B,1975,Summer,June,,California,Tehama County
650,27327,B,2009,Summer,August,29,California,Trinity County
651,8729,B,2001,Summer,August,7/15/2001,California,Trinity County
652,7231,B,1977,Winter,February,???,California,Trinity County
653,7115,B,2003,Fall,October,14,California,Trinity County
654,13419,A,2003,Fall,September,,California,Trinity County
655,405,A,2000,Fall,October,"Sunday, 10/1",California,Trinity County
656,533,B,2000,Summer,August,18,California,Trinity County
657,596,B,1998,Fall,October,10-30-1998,California,Trinity County
658,2873,B,1997,Summer,September,10,California,Trinity County
659,2820,A,1996,Spring,March,15,California,Trinity County
660,2819,A,1995,Spring,June,,California,Trinity County
661,2490,A,1985,Summer,August,,California,Trinity County
662,14642,A,1982,Summer,August,"August 9, 1982",California,Trinity County
663,7773,B,1980,Fall,September,,California,Trinity County
664,2581,B,1978,Fall,October,,California,Trinity County
665,2579,B,1977,Summer,August,,California,Trinity County
666,7352,B,1977,Summer,July,29th,California,Trinity County
667,160,B,1972,Summer,July,,California,Trinity County
668,6962,B,1964,Winter,November,,California,Trinity County
669,65943,B,2020,Summer,,August 15th,California,Tulare County
670,42148,B,2013,Fall,September,13 & 14,California,Tulare County
671,24938,A,2007,Summer,August,8-11-07,California,Tulare County
672,24877,B,2008,Summer,September,29,California,Tulare County
673,24795,B,2008,Summer,August,11,California,Tulare County
674,22815,B,1986,Summer,July,,California,Tulare County
675,19448,B,2007,Spring,May,May 26 or 27,California,Tulare County
676,4887,B,2002,Summer,September,3rd,California,Tulare County
677,3121,B,2001,Summer,September,06,California,Tulare County
678,6922,B,2001,Summer,June,,California,Tulare County
679,2431,A,2001,Spring,April,4/24/01,California,Tulare County
680,9357,A,2000,Spring,May,1,California,Tulare County
681,2878,C,1998,Summer,August,12,California,Tulare County
682,2877,A,1998,Summer,August,12,California,Tulare County
683,2183,A,1988,Fall,October,,California,Tulare County
685,11407,B,1985,Fall,October,late October,California,Tulare County
686,12328,B,1979,Fall,October,NOT  KNOWN,California,Tulare County
687,1229,A,1955,Fall,August,,California,Tulare County
688,24277,B,2008,Summer,July,25,California,Tuolumne County
690,23424,B,2007,Summer,August,23,California,Tuolumne County
691,18403,B,2007,Spring,March,25,California,Tuolumne County
692,16722,B,2006,Fall,November,19,California,Tuolumne County
693,23974,B,2006,Fall,October,21,California,Tuolumne County
694,15197,B,2006,Summer,July,3,California,Tuolumne County
695,10980,A,2003,Winter,December,24,California,Tuolumne County
696,25648,B,2003,Fall,September,,California,Tuolumne County
697,4650,B,2002,Summer,July,4,California,Tuolumne County
698,16448,B,2001,Fall,September,25th,California,Tuolumne County
699,4649,B,2001,Fall,September,,California,Tuolumne County
700,7299,B,2001,Spring,May,15,California,Tuolumne County
701,3071,B,2001,Spring,April,22,California,Tuolumne County
702,3072,B,2001,Spring,March,,California,Tuolumne County
703,1963,B,1999,Summer,August,,California,Tuolumne County
704,3672,A,1998,Summer,August,,California,Tuolumne County
705,615,A,1997,Winter,November,15,California,Tuolumne County
706,5509,B,1994,Summer,August,early,California,Tuolumne County
708,2311,B,1993,Winter,November,,California,Tuolumne County
709,24574,A,1993,Summer,August,13,California,Tuolumne County
710,2886,A,1993,Summer,June,,California,Tuolumne County
711,2333,B,1988,Fall,September,,California,Tuolumne County
712,816,B,1985,Summer,,none,California,Tuolumne County
713,1919,A,1983,Spring,October,25,California,Tuolumne County
714,7676,B,1978,Fall,September,,California,Tuolumne County
716,1301,A,1978,Summer,July,,California,Tuolumne County
717,2887,B,1977,Winter,,,California,Tuolumne County
718,1955,B,1977,Fall,October,,California,Tuolumne County
719,7097,B,1977,Winter,January,,California,Tuolumne County
720,1954,B,1971,Summer,August,,California,Tuolumne County
721,1953,B,1963,Winter,December,,California,Tuolumne County
722,2310,B,1963,Winter,January,28,California,Tuolumne County
723,2309,B,1963,Winter,January,27,California,Tuolumne County
724,24648,A,1964,Summer,August,?,California,Ventura County
725,2888,C,1988,Fall,,,California,Ventura County
726,3684,A,1950,Summer,,,California,Ventura County
727,7211,B,1959,Fall,October,Friday,California,Yuba County
728,348,A,2000,Summer,August,8/20/00,Colorado,Alamosa County
729,9018,B,2004,Spring,June,1,Colorado,Archuleta County
730,5586,A,2001,Winter,January,25,Colorado,Archuleta County
731,1232,B,2000,Winter,December,20,Colorado,Archuleta County
732,13411,A,1995,Fall,November,1,Colorado,Boulder County
733,1228,B,1971,Fall,October,1,Colorado,Boulder County
734,15273,A,1964,Summer,August,,Colorado,Boulder County
736,31939,A,2010,Fall,August,,Colorado,Chaffee County
737,1349,B,1997,Unknown,,Second season elk,Colorado,Chaffee County
738,3606,A,1971,Fall,September,,Colorado,Chaffee County
739,408,A,2000,Summer,August,8/26/00,Colorado,Clear Creek County
740,27057,A,2009,Spring,June,,Colorado,Conejos County
741,24068,B,2008,Summer,June,21,Colorado,Conejos County
742,19804,B,2005,Fall,September,,Colorado,Conejos County
743,23065,B,2001,Fall,September,,Colorado,Conejos County
744,407,B,2000,Spring,April,19,Colorado,Conejos County
745,1350,A,1998,Summer,August,4,Colorado,Conejos County
746,1352,A,1997,Summer,July,13,Colorado,Conejos County
747,1351,A,1994,Summer,June,,Colorado,Conejos County
748,34078,B,2011,Fall,October,14,Colorado,Costilla County
749,26868,A,2009,Fall,November,"wed, nov 4",Colorado,Costilla County
750,1353,B,1940,Unknown,,,Colorado,Costilla County
751,14814,A,1998,Summer,July,toward the end,Colorado,Custer County
752,7827,A,1994,Fall,September,,Colorado,Delta County
753,6538,B,2003,Spring,June,20,Colorado,Dolores County
754,12802,B,2005,Fall,October,7,Colorado,Douglas County
755,880,A,1998,Fall,September,28,Colorado,Douglas County
756,1354,A,1997,Fall,September,2,Colorado,Douglas County
757,39520,A,2013,Winter,January,01-17-2013,Colorado,Eagle County
758,27075,A,2009,Summer,August,31,Colorado,Eagle County
759,10505,B,1986,Spring,June,can't remember,Colorado,Eagle County
760,3636,A,2001,Fall,November,"Nov. 5, 2001",Colorado,Eagle County
761,1251,B,2000,Summer,August,19,Colorado,Eagle County
762,1355,A,2000,Spring,April,21,Colorado,Eagle County
763,15278,A,2006,Spring,May,,Colorado,El Paso County
764,6164,B,2002,Fall,October,2nd week,Colorado,El Paso County
765,3710,A,2001,Summer,June,30,Colorado,El Paso County
766,3506,A,1999,Winter,December,,Colorado,El Paso County
767,1359,A,1997,Fall,November,,Colorado,El Paso County
768,17767,A,1986,Summer,July,7/17/86,Colorado,El Paso County
769,1360,A,1980,Winter,,,Colorado,El Paso County
770,6737,A,1984,Summer,June,,Colorado,Fremont County
771,1361,A,1998,Spring,April,,Colorado,Fremont County
772,3185,A,1987,Fall,October,10-26-87,Colorado,Fremont County
773,16038,B,2004,Summer,August,1,Colorado,Gunnison County
774,6782,A,1990,Fall,November,,Colorado,Gunnison County
775,2553,B,1964,Summer,August,,Colorado,Gunnison County
776,69394,B,2021,Summer,June,12,Colorado,Hinsdale County
777,14997,B,2006,Spring,June,10,Colorado,Hinsdale County
778,2110,A,2000,Summer,August,5th,Colorado,Hinsdale County
779,4614,A,1994,Spring,,,Colorado,Huerfano County
780,1760,A,1996,Fall,September,,Colorado,Jackson County
781,3664,A,1996,Summer,June,6/26/1996,Colorado,Jackson County
782,5641,B,1926,Unknown,,7/15/1926,Colorado,Jackson County
783,46805,A,2014,Fall,October,10/11/2014,Colorado,Jefferson County
784,45666,A,2014,Winter,March,Sunday,Colorado,Jefferson County
785,7225,A,1978,Summer,September,n/a,Colorado,Jefferson County
786,25511,B,2008,Fall,October,12,Colorado,La Plata County
787,26522,A,2009,Fall,September,1,Colorado,Lake County
788,12904,B,2005,Summer,September,8-11 Sept 2005,Colorado,Lake County
789,6785,A,2002,Spring,May,29,Colorado,Lake County
790,24194,B,2001,Summer,September,4,Colorado,Lake County
791,3604,B,1998,Summer,August,,Colorado,Lake County
793,1363,A,1994,Fall,October,23,Colorado,Lake County
794,1366,A,1975,Summer,,,Colorado,Lake County
795,62929,B,2019,Spring,May,25,Colorado,Larimer County
796,57114,B,2016,Winter,December,21,Colorado,Larimer County
797,49243,B,2015,Summer,July,5,Colorado,Larimer County
798,44401,B,2014,Winter,February,09,Colorado,Larimer County
799,26671,A,2009,Fall,September,22nd,Colorado,Larimer County
800,30058,A,2005,Winter,December,28,Colorado,Larimer County
801,1367,A,1990,Summer,August,10,Colorado,Larimer County
802,513,A,1971,Summer,,,Colorado,Larimer County
803,5608,A,1985,Spring,,,Colorado,Las Animas County
804,14503,A,1999,Summer,June,,Colorado,Mesa County
805,20028,B,1987,Fall,October,,Colorado,Mesa County
806,16648,B,2006,Fall,November,04,Colorado,Moffat County
807,7077,B,1984,Fall,September,,Colorado,Moffat County
808,1368,A,1991,Summer,July,2,Colorado,Moffat County
809,14243,A,2004,Fall,October,dont remember,Colorado,Montezuma County
810,6755,B,1997,Fall,February,,Colorado,Montezuma County
811,3086,A,2001,Summer,August,6 thru 8th,Colorado,Montezuma County
812,1075,A,1977,Summer,May,1,Colorado,Montrose County
